Data,Height,,, ,residuals**,,,,
173,170.76567,,,2.2343,4.9922,,,,
165,168.3131,,,-3.3131,10.9766,,,,
168,166.12636,,,1.8736,3.5105,,,,
167,169.30655,,,-2.3065,5.3202,,,Sum,1109.6473
173,170.58553,,,2.4145,5.8297,,,RMSE,4.575668324
173,175.53113,,,-2.5311,6.4066,,,Best_CV,0.02756
159,160.25113,,,-1.2511,1.5653,,,,
165,156.442,,,8.5580,73.2394,,,,
176,179.3467,,,-3.3467,11.2004,,,,
173.5,171.57869,,,1.9213,3.6914,,,"opt = Adam(lr=1e-3, decay=1e-3 / 200,beta_1=0.9, beta_2=0.999,epsilon=None)",
176,170.54997,,,5.4500,29.7028,,,"epochs=300, batch_size=32",
178,164.25067,,,13.7493,189.0441,,,,
172,168.39835,,,3.6017,12.9719,,,,
170,176.00992,,,-6.0099,36.1191,,,,
178,172.44946,,,5.5505,30.8085,,,,
172,175.53682,,,-3.5368,12.5091,,,,
172,175.17062,,,-3.1706,10.0528,,,,
175,173.03723,,,1.9628,3.8525,,,,
174,170.64755,,,3.3525,11.2389,,,,
172,174.05498,,,-2.0550,4.2229,,,,
170,171.304,,,-1.3040,1.7004,,,,
177,172.79175,,,4.2082,17.7094,,,,
170,171.03549,,,-1.0355,1.0722,,,,
180,179.49857,,,0.5014,0.2514,,,,
178,176.2794,,,1.7206,2.9605,,,,
173,170.80692,,,2.1931,4.8096,,,,
172,179.21892,,,-7.2189,52.1128,,,,
178,176.55798,,,1.4420,2.0794,,,,
171,166.6861,,,4.3139,18.6097,,,,
169,168.59305,,,0.4069,0.1656,,,,
170,170.87029,,,-0.8703,0.7574,,,,
179,177.60394,,,1.3961,1.9490,,,,
170,168.76874,,,1.2313,1.5160,,,,
172,172.37022,,,-0.3702,0.1371,,,,
181,179.16693,,,1.8331,3.3601,,,,
172,167.50668,,,4.4933,20.1899,,,,
172,172.82336,,,-0.8234,0.6779,,,,
173,176.88579,,,-3.8858,15.0994,,,,
177,174.18153,,,2.8185,7.9438,,,,
169,161.68523,,,7.3148,53.5059,,,,
166,161.54839,,,4.4516,19.8168,,,,
172,169.8507,,,2.1493,4.6195,,,,
173,172.86299,,,0.1370,0.0188,,,,
172,165.3313,,,6.6687,44.4716,,,,
180,174.43251,,,5.5675,30.9969,,,,
176,165.50949,,,10.4905,110.0508,,,,
180,176.52736,,,3.4726,12.0592,,,,
173,176.30557,,,-3.3056,10.9268,,,,
187,175.15303,,,11.8470,140.3507,,,,
171,167.87868,,,3.1213,9.7426,,,,
163,168.17279,,,-5.1728,26.7578,,,,
174,179.09258,,,-5.0926,25.9344,,,,
169,168.80304,,,0.1970,0.0388,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,0.0000,0.0000,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
